Date,Open,High,Low,Close,Volume
2020-03-11,3032.41,3054.73,2999.42,3027.77,1392179
2020-03-12,2961.49,2991.14,2939.01,2957.86,1221468
2020-03-13,2932.31,2964.65,2906.57,2937.38,2390227
2020-03-16,3061.17,3106.67,3019.68,3057.71,1080152
2020-03-17,3103.1,3123.12,3071.97,3094.83,1463685
2020-03-18,3093.13,3132.97,3077.51,3121.98,2008803
2020-03-19,2916.08,2943.94,2876.89,2923.82,1003969
2020-03-20,2969.08,2998.58,2945.76,2959.18,2084309
2020-03-23,3033.13,3069.87,2984.39,3035.43,1331999
2020-03-24,3097.55,3116.33,3056.75,3094.65,1041743
2020-03-25,2952.08,2985.91,2926.56,2944.75,1170948
2020-03-26,2981.43,3013.1,2938.62,2984.05,1893877
2020-03-27,2889.37,2924.29,2858.69,2906.87,1020323
2020-03-30,2880.38,2913.27,2841.85,2866.34,2327148
2020-03-31,3081.25,3135.81,3046.41,3081.93,1558866
2020-04-01,3135.62,3159.25,3114.09,3146.84,1501793
2020-04-02,2992.8,3017.49,2969.23,2996.08,1326284
2020-04-03,3100.35,3124.12,3060.05,3097.6,1268508
2020-04-06,3036.16,3060.61,3009.51,3038.47,1391011
2020-04-07,2935.49,2959.11,2909.52,2938.23,2477141
2020-04-08,3036.14,3078.03,3015.69,3033.6,1782259
2020-04-09,3153.8,3198.01,3119.57,3169.26,1176968
2020-04-10,2996.42,3020.71,2945.79,2994.95,1057062
2020-04-13,3156.46,3178.14,3137.14,3155.35,2276914
2020-04-14,2738.03,2772.74,2707.78,2739.83,1735122
2020-04-15,3082.19,3106.67,3038.07,3057.06,1669221
2020-04-16,3008.7,3045.03,2979.5,3017.41,2276485
2020-04-17,2970.1,3002.13,2935.58,2974.57,1506995
2020-04-20,3009.18,3024.02,2989.8,3006.29,1088302
2020-04-21,2801.24,2846.72,2766.96,2818.08,2033224
2020-04-22,2978.03,3025.99,2949.9,2984.61,1738591
2020-04-23,3035.71,3059.58,2995.85,3033.36,1565635
2020-04-24,3147.79,3173.91,3105.92,3129.72,1527409
2020-04-27,2948.17,2981.03,2892.28,2936.42,1083793
2020-04-28,2919.15,2952.5,2883.35,2916.18,1287635
2020-04-29,2949.82,2986.41,2916.57,2953.74,1583510
2020-04-30,3091.54,3141.64,3059.6,3096.92,1678525
2020-05-01,3032.88,3061.11,3006.41,3032.44,1528036
2020-05-04,2947.02,2969.04,2913.64,2949.6,2165123
2020-05-05,3051.33,3067.53,3024.28,3041.54,1584668
2020-05-06,3009.71,3032.4,2978.02,2989.15,1044331
2020-05-07,3096.86,3126.53,3053.69,3107.61,1751393
2020-05-08,2929.79,2977.74,2909.86,2957.61,2014348
2020-05-11,2967.23,2992.06,2925.83,2946.02,1825992
2020-05-12,2960.79,2993.03,2917.62,2962.22,1964190
2020-05-13,2853.65,2883.48,2824.83,2849.13,1600198
2020-05-14,3029.61,3071.5,3020.83,3048.8,1397891
2020-05-15,3026.11,3081.37,3002.18,3044.72,1984210
2020-05-18,3000.51,3025.2,2957.54,2989.03,1500201
2020-05-19,2976.54,3001.65,2946.77,2966.37,2041566
2020-05-20,2858.46,2898.9,2838.46,2861.77,2044863
2020-05-21,2957.94,2994.75,2932.98,2954.71,1731576
2020-05-22,2965.73,3014.2,2927.32,2962.44,2058644
2020-05-25,2919.77,2955.61,2884.3,2919.29,1887198
2020-05-26,2983.87,3010.28,2956.26,2976.11,2336926
2020-05-27,3040.41,3076.31,3014.07,3052.01,2070913
2020-05-28,3188.62,3229.71,3162.54,3210.99,2200314
2020-05-29,3017.46,3055.66,2996.68,3020.37,1247667
2020-06-01,3025.76,3060.83,2979.6,3022.61,1656521
2020-06-02,2992.56,3033.22,2965.78,3004.5,2032321
2020-06-03,2808.12,2849.82,2765.95,2812.6,1514241
2020-06-04,2997.35,3041.17,2952.14,2997.41,1887099
2020-06-05,3006.02,3042.51,2966.04,3011.7,2400791
2020-06-08,3246.32,3274.65,3220.64,3252.47,2146640
2020-06-09,2980.76,3012.23,2946.73,2967.1,1956255
2020-06-10,3030.15,3072.22,3000.4,3045.0,2417231
2020-06-11,2996.53,3018.36,2975.57,3005.84,1407974
2020-06-12,2883.13,2916.82,2849.89,2875.72,1527466
2020-06-15,3114.28,3140.35,3096.07,3118.59,1556119
2020-06-16,3075.19,3105.48,3033.32,3076.23,1133248
2020-06-17,3079.1,3121.89,3053.75,3085.73,2151882
2020-06-18,2909.06,2940.97,2877.05,2919.74,1164726
2020-06-19,3140.28,3170.74,3107.45,3162.73,1944131
2020-06-22,2859.81,2876.22,2832.4,2846.45,1707910
2020-06-23,3058.69,3096.15,3022.82,3045.67,1374169
2020-06-24,3219.05,3255.5,3193.79,3227.69,1700270
2020-06-25,2900.95,2952.58,2862.23,2914.62,1090417
2020-06-26,2943.37,2970.29,2926.83,2946.25,1713611
2020-06-29,3009.97,3042.16,2978.7,3024.96,1428638
2020-06-30,2949.65,2982.15,2900.26,2927.82,2060560
2020-07-01,2844.93,2890.71,2824.94,2864.75,2137888
2020-07-02,3006.86,3035.9,2983.63,3003.71,1192458
2020-07-03,2893.77,2926.56,2858.63,2909.79,2131867
2020-07-06,3047.36,3083.44,3015.56,3069.43,1793567
2020-07-07,2908.06,2939.92,2874.55,2899.57,1524608
2020-07-08,3154.99,3180.53,3120.1,3144.82,2020462
2020-07-09,2921.67,2953.62,2885.33,2928.07,1677044
2020-07-10,2967.79,3008.53,2926.7,2963.74,1973417
2020-07-13,3081.35,3101.09,3047.25,3073.72,1415105
2020-07-14,2876.91,2908.24,2849.33,2879.04,2408791
2020-07-15,3022.75,3045.74,2986.02,2996.69,2303659
2020-07-16,3130.71,3172.66,3081.72,3127.05,2003466
2020-07-17,2839.25,2854.02,2810.58,2825.4,1634151
2020-07-20,3018.46,3042.87,2998.21,3015.61,1041777
2020-07-21,3025.99,3059.76,2984.92,3036.78,1046250
2020-07-22,3078.18,3123.84,3049.39,3074.05,1891372
2020-07-23,2876.3,2905.65,2868.03,2894.97,2350850
2020-07-24,2867.95,2892.4,2829.48,2858.15,1475147
2020-07-27,3052.19,3101.01,3027.55,3061.48,1920041
2020-07-28,3029.7,3045.22,3000.6,3030.81,1015216
2020-07-29,3025.05,3033.06,2991.73,3015.8,1346293
2020-07-30,3034.64,3069.04,3002.74,3041.6,1527297
2020-07-31,2932.0,2956.98,2894.9,2935.62,1876336
2020-08-03,3023.23,3043.01,2997.58,3016.98,1145281
2020-08-04,3029.31,3066.39,2994.18,3024.16,1703803
2020-08-05,2928.56,2961.0,2901.16,2920.23,1734803
2020-08-06,3186.58,3210.94,3149.19,3171.81,1188069
2020-08-07,3047.38,3064.58,3011.23,3067.4,2412891
2020-08-10,2880.87,2919.59,2860.22,2902.36,1114456
2020-08-11,3065.66,3102.16,3024.8,3049.97,2373279
2020-08-12,2902.53,2931.54,2877.89,2891.49,1851324
2020-08-13,3078.71,3127.17,3040.63,3088.72,1856841
2020-08-14,3115.86,3135.16,3082.19,3114.15,1819497
2020-08-17,2917.93,2932.68,2869.55,2906.6,1382688
2020-08-18,3096.34,3119.42,3068.57,3091.45,2418060
2020-08-19,3041.28,3070.82,3014.77,3041.54,1033783
2020-08-20,3082.21,3114.64,3052.4,3086.8,1034152
2020-08-21,3189.68,3217.27,3162.71,3190.85,1444718
2020-08-24,2975.46,3008.98,2937.46,2951.03,1148725
2020-08-25,2924.63,2942.11,2910.79,2924.15,1491215
2020-08-26,2911.05,2955.49,2891.59,2915.02,1171541
2020-08-27,2918.42,2947.6,2899.1,2925.1,2397203
2020-08-28,2992.29,3033.46,2952.79,3022.98,1908017
2020-08-31,3034.12,3067.54,2987.01,3030.95,1321898
2020-09-01,3027.67,3062.24,2998.71,3027.34,1685338
2020-09-02,3082.72,3118.42,3054.41,3095.63,2136168
2020-09-03,3001.3,3035.78,2970.6,3008.02,2405263
2020-09-04,3145.35,3181.78,3103.73,3146.96,1043169
2020-09-07,2973.53,3016.83,2952.81,2990.89,2490079
2020-09-08,3272.02,3303.98,3239.63,3292.37,1054745
2020-09-09,3062.57,3099.66,3022.81,3049.93,1638273
2020-09-10,2914.28,2943.39,2879.27,2916.07,2038347
2020-09-11,2892.91,2937.31,2861.01,2889.9,1021067
2020-09-14,3048.25,3071.48,3008.24,3045.42,1051033
2020-09-15,2977.65,3025.66,2974.69,2990.99,1045256
2020-09-16,3071.4,3101.0,3034.62,3063.64,1745993
2020-09-17,3047.32,3063.02,3023.86,3040.49,1239455
2020-09-18,2992.72,3024.0,2981.02,3012.27,1502264
2020-09-21,2915.32,2938.51,2880.21,2918.54,2248993
2020-09-22,2848.52,2886.92,2804.78,2833.39,1939695
2020-09-23,2955.35,2978.82,2926.72,2953.32,1086803
2020-09-24,3085.64,3111.18,3046.11,3071.55,2252390
2020-09-25,3021.41,3032.51,2975.29,2991.32,1118843
2020-09-28,2875.43,2900.9,2832.28,2864.42,1479809
2020-09-29,3017.32,3023.08,2970.92,2993.91,1553280
2020-09-30,3038.53,3052.69,3001.11,3051.17,2261179
2020-10-01,2911.61,2949.22,2880.86,2919.37,1573091
2020-10-02,3015.37,3053.23,3001.39,3013.54,2420695
2020-10-05,3005.82,3040.08,2978.28,3003.53,1144282
2020-10-06,2885.7,2906.03,2864.14,2895.3,1476545
2020-10-07,3035.78,3065.3,2984.07,3045.57,2074846
2020-10-08,3056.08,3086.04,3027.84,3041.08,1531740
2020-10-09,3108.31,3126.72,3077.07,3083.1,2352206
2020-10-12,3105.38,3150.41,3069.87,3128.85,2063435
2020-10-13,2862.23,2901.01,2831.8,2870.3,1944740
2020-10-14,2906.22,2934.01,2859.27,2887.95,1949403
2020-10-15,3051.5,3081.77,3027.73,3060.1,2160038
2020-10-16,3051.38,3083.46,3019.43,3025.09,2196311
2020-10-19,3051.5,3061.09,3028.93,3045.04,1249737
2020-10-20,3385.27,3412.8,3368.47,3393.92,2329773
2020-10-21,3057.09,3080.27,3033.21,3065.98,1142157
2020-10-22,3113.56,3133.54,3083.93,3098.59,2400465
2020-10-23,3095.4,3122.59,3069.69,3097.0,1190167
2020-10-26,3065.14,3113.12,3042.06,3068.34,1593805
2020-10-27,2968.47,3004.88,2952.54,2981.26,2184895
2020-10-28,3075.9,3100.19,3046.73,3064.5,1928057
2020-10-29,2922.72,2958.44,2907.76,2929.02,2462603
2020-10-30,2976.32,3020.31,2938.72,2969.56,2275029
2020-11-02,2951.46,2990.71,2920.64,2962.19,1923639
2020-11-03,3008.19,3038.78,2992.76,3024.36,1136645
2020-11-04,3231.47,3255.0,3204.56,3227.43,2042092
2020-11-05,2813.27,2850.26,2790.8,2820.91,2186837
2020-11-06,3068.63,3102.56,3035.43,3054.51,1342221
2020-11-09,2838.73,2877.68,2795.32,2833.51,1436862
2020-11-10,2952.81,2989.16,2941.56,2964.86,1338767
2020-11-11,3108.9,3149.39,3077.74,3139.78,2179580
2020-11-12,3006.43,3031.08,2978.03,2993.43,1053687
2020-11-13,2892.23,2935.4,2855.51,2910.1,1854744
2020-11-16,2928.47,2960.45,2896.34,2938.36,2156191
2020-11-17,3067.96,3118.71,3045.48,3084.9,1393120
2020-11-18,2926.96,2950.07,2900.15,2942.7,1551852
2020-11-19,3021.65,3069.01,2999.61,3038.03,1979091
2020-11-20,3004.56,3036.54,2963.8,3004.06,1531985
2020-11-23,2934.84,2958.33,2904.63,2930.95,1604453
2020-11-24,3214.39,3239.56,3165.38,3214.7,1934550
2020-11-25,3063.39,3090.19,3034.0,3073.06,1582111
2020-11-26,2797.49,2831.73,2774.57,2796.89,1533903
2020-11-27,3018.65,3053.87,3003.78,3015.64,1506554
2020-11-30,2933.82,2958.08,2921.85,2937.94,1916931
2020-12-01,3085.24,3115.0,3071.08,3085.04,1600724
2020-12-02,2920.75,2972.17,2888.08,2929.49,2431282
2020-12-03,2988.53,3035.8,2953.44,3006.99,1857549
2020-12-04,3050.5,3084.86,3036.31,3056.01,1559070
2020-12-07,3086.58,3116.96,3047.63,3081.86,2127109
2020-12-08,2879.97,2911.17,2854.8,2883.57,1240011
2020-12-09,2966.55,3002.69,2935.08,2977.37,2237903
2020-12-10,2952.51,2972.28,2906.38,2916.86,1072684
2020-12-11,2934.67,2962.09,2895.7,2922.83,2498710
2020-12-14,3176.55,3189.86,3149.23,3171.66,2265197
2020-12-15,3040.5,3074.49,3019.41,3058.95,2283871
2020-12-16,2873.91,2910.38,2865.43,2882.99,1775723
2020-12-17,3091.79,3116.95,3068.98,3074.2,1947509
2020-12-18,3212.22,3257.96,3184.33,3227.34,1954138
2020-12-21,3103.25,3120.99,3083.12,3095.7,1737651
2020-12-22,2848.06,2863.42,2819.38,2829.5,1711423
2020-12-23,2951.58,2983.82,2920.81,2946.07,1153466
2020-12-24,3126.69,3167.16,3098.94,3131.21,1234318
2020-12-25,2929.23,2976.07,2905.73,2934.86,1372778
2020-12-28,3044.38,3069.79,3012.7,3019.19,1131936
2020-12-29,3077.46,3118.25,3043.04,3089.62,1957726
2020-12-30,2907.31,2936.92,2888.21,2925.32,1647952
2020-12-31,2994.05,3022.32,2949.94,2992.64,1676315
2021-01-01,2675.87,2714.71,2646.86,2669.41,1372818
2021-01-04,2897.56,2934.08,2867.37,2898.71,2152109
2021-01-05,2974.74,2988.98,2937.66,2963.25,1868277
2021-01-06,2875.22,2919.99,2842.89,2887.43,2296573
2021-01-07,3163.24,3207.04,3123.71,3172.06,2118166
2021-01-08,2856.99,2880.73,2824.11,2845.08,2438495
2021-01-11,2956.0,2989.95,2932.12,2961.86,1328615
2021-01-12,3013.07,3048.01,2979.46,3018.31,1481530
2021-01-13,3144.13,3176.73,3125.56,3165.71,2354018
2021-01-14,2856.41,2880.91,2825.33,2860.16,2293512
2021-01-15,3116.32,3139.6,3086.65,3121.01,1409925
2021-01-18,3001.02,3030.77,2973.1,3002.77,2058302
2021-01-19,2901.85,2943.58,2873.13,2922.46,1191896
2021-01-20,3046.21,3081.65,3035.03,3062.44,2089118
2021-01-21,3019.91,3046.2,2995.39,3012.19,1413461
2021-01-22,2939.98,2977.7,2909.05,2957.41,2083329
2021-01-25,3006.98,3008.49,2975.38,2998.92,1866220
2021-01-26,2961.47,3002.96,2941.75,2967.92,1283460
2021-01-27,3011.35,3023.95,2968.69,2991.53,1233979
2021-01-28,3066.21,3092.59,3044.87,3071.7,1608986
2021-01-29,3158.6,3177.4,3118.91,3152.79,1278104
2021-02-01,2876.22,2893.27,2841.95,2869.58,2079367
2021-02-02,3213.3,3254.91,3189.77,3225.45,2025270
2021-02-03,2804.79,2830.11,2757.04,2810.58,1287360
2021-02-04,2984.82,3018.29,2966.76,3003.24,2375147
2021-02-05,3058.83,3088.36,3019.64,3055.91,1597578
2021-02-08,3028.1,3062.87,2988.09,3034.89,1571302
2021-02-09,2937.73,2968.5,2914.44,2931.14,1135150
2021-02-10,2979.19,2996.36,2935.26,2969.79,1995893
2021-02-11,2950.7,2990.66,2923.2,2975.02,2099095
2021-02-12,2941.06,2966.13,2908.18,2934.97,1573340
2021-02-15,3084.96,3099.39,3052.36,3067.4,2062965
2021-02-16,3035.7,3061.42,3007.04,3027.71,1358105
2021-02-17,2930.71,2975.72,2892.6,2923.26,1880147
2021-02-18,3089.96,3128.46,3052.03,3082.4,1837165
2021-02-19,3030.73,3057.24,3018.22,3034.02,1872318
2021-02-22,3081.29,3107.79,3038.24,3058.96,2206329
2021-02-23,3062.96,3089.75,3049.59,3069.82,1343150
2021-02-24,2917.1,2967.87,2876.78,2931.34,2143489
2021-02-25,2943.98,2977.8,2902.71,2931.18,1618396
2021-02-26,3074.73,3109.03,3055.64,3097.53,1779091
2021-03-01,3061.04,3101.34,3035.15,3073.35,1269637
2021-03-02,2997.91,3030.3,2978.97,3014.94,1069639
2021-03-03,3011.73,3039.14,2983.88,3004.93,2280028
2021-03-04,3127.77,3155.8,3100.85,3136.87,2365103
2021-03-05,2940.84,2970.13,2903.05,2925.67,1309378
2021-03-08,3054.71,3084.34,3011.61,3056.87,1964795
2021-03-09,2979.78,3017.06,2935.82,2978.16,1486084
2021-03-10,2978.23,3008.75,2953.85,2986.83,1269515
2021-03-11,3109.88,3147.2,3081.97,3102.83,1232520
2021-03-12,3082.54,3111.73,3069.38,3081.6,2292035
2021-03-15,3081.35,3112.14,3059.41,3091.75,1671986
2021-03-16,3130.55,3140.57,3090.9,3106.25,1237330
2021-03-17,3002.1,3041.26,2955.94,3003.24,2154149
2021-03-18,3068.2,3101.66,3050.54,3062.43,1924634
2021-03-19,2968.97,3008.95,2944.9,2985.41,1137900
2021-03-22,3032.42,3033.45,3002.68,3005.74,1319658
2021-03-23,2986.99,3037.87,2954.18,3001.55,1500364
2021-03-24,3009.7,3038.3,2987.8,3019.31,2284283
2021-03-25,3059.52,3100.6,3025.28,3055.97,1698419
2021-03-26,2918.18,2937.78,2892.92,2921.17,1523116
2021-03-29,3209.24,3245.37,3179.38,3214.98,1513066
2021-03-30,2899.4,2918.86,2863.94,2886.01,1264179
2021-03-31,2878.58,2902.34,2848.52,2865.34,2158343
2021-04-01,3115.81,3164.95,3090.17,3107.94,1433961
2021-04-02,3079.17,3107.26,3050.26,3082.26,1541529
2021-04-05,3062.41,3094.59,3033.3,3048.29,1577263
2021-04-06,3062.83,3101.54,3036.53,3069.99,1154226
2021-04-07,2998.78,3033.73,2971.36,2999.91,1962454
2021-04-08,2910.27,2941.78,2864.29,2909.82,1491818
2021-04-09,3007.58,3041.23,2971.97,3003.58,1056396
2021-04-12,2932.28,2986.32,2905.24,2942.48,1118920
2021-04-13,3097.51,3126.94,3060.54,3101.06,1406547
2021-04-14,2985.29,3017.31,2958.63,2991.32,1194999
2021-04-15,2917.45,2957.96,2875.72,2920.0,1063014
2021-04-16,2967.86,3008.92,2934.16,2976.23,1594699
2021-04-19,3041.29,3083.16,3012.37,3032.41,1185550
2021-04-20,2943.63,2980.01,2909.15,2952.15,2235382
2021-04-21,2917.78,2936.35,2903.49,2926.04,2470413
2021-04-22,3024.37,3070.7,3005.64,3028.0,2033994
2021-04-23,3024.5,3043.03,3006.44,3022.29,1338585
2021-04-26,2949.31,2982.33,2917.88,2949.71,2094697
2021-04-27,2952.9,2975.35,2905.57,2939.12,2044890
2021-04-28,3023.2,3052.56,2970.89,3015.07,1322341
2021-04-29,2855.19,2888.48,2818.81,2867.96,2133153
2021-04-30,2859.25,2892.47,2824.25,2869.17,1356778
2021-05-03,2928.16,2962.37,2916.17,2926.15,2297682
2021-05-04,2978.66,3024.79,2954.08,2995.66,2484223
2021-05-05,3031.09,3065.63,3008.97,3050.59,2035141
2021-05-06,3147.54,3175.09,3123.74,3153.29,1660197
2021-05-07,3085.77,3125.41,3057.45,3102.34,1505200
2021-05-10,2984.01,3025.9,2958.73,3012.44,1476379
2021-05-11,2998.1,3015.82,2987.89,3012.09,2454407
2021-05-12,2899.75,2935.72,2862.27,2901.49,1525754
2021-05-13,2998.15,3035.16,2978.88,3017.47,2036149
2021-05-14,2971.13,2998.16,2938.74,2969.9,1346030
2021-05-17,3032.27,3076.03,2981.53,3029.02,1328055
2021-05-18,2917.28,2945.78,2896.47,2917.61,2462538
2021-05-19,3051.93,3083.19,3047.24,3080.85,1088422
2021-05-20,3153.27,3181.54,3126.13,3145.65,2015691
2021-05-21,2989.12,3019.28,2948.11,2999.02,1335513
2021-05-24,3040.17,3059.21,2990.59,3029.9,2341293
2021-05-25,3069.01,3084.61,3051.31,3053.97,1958378
2021-05-26,2959.88,3005.82,2924.91,2969.04,1732722
2021-05-27,3022.41,3043.94,2997.06,2999.5,1886388
2021-05-28,3001.26,3021.35,2972.32,3003.09,2475159
2021-05-31,3009.77,3018.23,2953.32,2994.63,2200847
2021-06-01,2922.7,2946.31,2907.73,2921.1,2034104
2021-06-02,3002.45,3019.22,2969.91,2995.8,1353548
2021-06-03,3049.8,3096.22,3015.12,3075.21,1844156
2021-06-04,3145.11,3185.21,3104.26,3139.68,2216053
2021-06-07,3095.93,3119.05,3064.95,3081.41,2277880
2021-06-08,3215.32,3267.84,3182.24,3239.86,2026163
2021-06-09,2923.27,2963.08,2897.18,2949.76,1815363
2021-06-10,3087.23,3113.98,3054.54,3084.3,2390598
2021-06-11,3018.33,3023.34,2991.77,3017.67,1352621
2021-06-14,3218.98,3271.89,3182.76,3240.74,1472697
2021-06-15,2919.17,2935.27,2892.87,2906.65,1731658
2021-06-16,2916.03,2929.57,2882.26,2901.06,1685493
2021-06-17,2940.06,2980.29,2910.35,2957.63,1767976
2021-06-18,2787.61,2842.01,2746.35,2811.03,2418006
2021-06-21,2947.42,2991.27,2917.94,2960.23,1478705
2021-06-22,2924.09,2959.73,2911.82,2926.97,1302619
2021-06-23,3015.04,3050.99,2972.42,3031.57,1606954
2021-06-24,3034.18,3072.71,3013.23,3037.66,1358766
2021-06-25,3187.62,3225.21,3164.15,3191.33,2459096
2021-06-28,3095.04,3127.85,3071.0,3102.85,1107573
2021-06-29,2942.31,2973.35,2898.57,2951.5,1269152
2021-06-30,2910.16,2939.53,2901.52,2929.06,1310435
2021-07-01,3049.19,3071.65,2987.81,3033.88,1158477
2021-07-02,2867.98,2895.17,2827.42,2865.93,2296717
2021-07-05,3183.15,3196.22,3150.91,3174.0,1298530
2021-07-06,3117.94,3146.96,3088.49,3123.31,2200475
2021-07-07,2953.08,2973.2,2920.23,2921.42,1819472
2021-07-08,2828.69,2847.65,2793.48,2817.6,1340687
2021-07-09,3135.39,3167.19,3098.94,3135.47,2015197
2021-07-12,2988.55,3032.47,2952.99,2981.22,1559603
2021-07-13,3123.78,3162.96,3092.89,3131.79,2346652
2021-07-14,2840.56,2854.85,2812.53,2831.65,1414380
2021-07-15,2940.06,2960.17,2911.58,2953.43,2180594
2021-07-16,3000.52,3039.93,2972.47,3021.93,1801125
2021-07-19,3004.7,3024.87,2963.36,2989.46,1289385
2021-07-20,2954.99,2982.75,2919.06,2949.39,1901626
2021-07-21,3062.28,3097.79,3061.69,3079.0,1095790
2021-07-22,2893.24,2913.55,2856.68,2880.6,1933044
2021-07-23,2985.76,3016.82,2953.81,2987.27,1596543
2021-07-26,3012.03,3028.69,2982.22,2997.87,2220851
2021-07-27,3051.44,3075.43,3025.33,3039.07,2310015
2021-07-28,3071.16,3104.36,3029.92,3073.37,2059926
2021-07-29,2887.54,2901.61,2848.06,2881.13,1318953
2021-07-30,2846.59,2880.99,2824.32,2844.61,1101894
2021-08-02,3127.77,3157.57,3093.7,3134.59,2408277
2021-08-03,3033.23,3068.76,3012.95,3034.54,1436048
2021-08-04,2925.15,2957.39,2908.95,2935.7,1279720
2021-08-05,3155.12,3198.76,3131.38,3173.27,2470793
2021-08-06,3011.57,3042.82,2972.94,3007.55,2131960
2021-08-09,3117.93,3143.64,3078.4,3115.56,2048966
2021-08-10,3006.75,3037.97,2971.62,2999.63,1831868
2021-08-11,3206.07,3241.51,3168.82,3203.2,1406245
2021-08-12,3175.53,3206.02,3140.37,3171.14,1022490
2021-08-13,2975.1,3005.51,2951.52,2971.05,1832307
2021-08-16,3097.16,3120.14,3062.84,3089.72,1605108
2021-08-17,3064.54,3087.91,3026.53,3041.73,2410235
2021-08-18,3136.86,3152.84,3099.32,3121.17,1271265
2021-08-19,2903.51,2951.0,2861.62,2903.46,1001539
2021-08-20,3068.61,3086.17,3031.52,3056.28,2458819
2021-08-23,3105.84,3128.91,3072.33,3098.21,2438122
2021-08-24,2824.13,2846.94,2783.42,2814.57,1312579
2021-08-25,2881.67,2920.62,2851.94,2891.08,1515584
2021-08-26,2796.08,2823.13,2774.9,2807.76,1063965
2021-08-27,2973.06,3015.54,2944.69,2973.62,2421768
2021-08-30,3071.75,3095.02,3049.2,3060.08,2380642
2021-08-31,3150.24,3183.03,3126.99,3144.59,2146375
2021-09-01,3007.41,3029.06,2978.85,2999.08,2142524
2021-09-02,3162.86,3214.31,3140.79,3174.03,2191890
2021-09-03,2861.99,2880.11,2835.07,2849.89,1248099
2021-09-06,2829.66,2862.76,2818.6,2827.72,2030065
2021-09-07,2994.45,3030.78,2962.31,2991.99,1795379
2021-09-08,3038.41,3072.54,3008.39,3042.28,1767610
2021-09-09,2996.73,3024.88,2974.9,3005.84,1726826
2021-09-10,2793.26,2821.96,2756.66,2783.74,2304397
2021-09-13,2991.09,3021.53,2951.71,2982.49,2359505
2021-09-14,2869.55,2898.08,2855.63,2867.59,1906395
2021-09-15,3066.97,3106.61,3044.59,3075.29,2060194
2021-09-16,3036.66,3088.77,3014.35,3043.07,1336430
2021-09-17,2906.01,2930.44,2885.41,2913.66,2326842
2021-09-20,2948.61,2964.92,2910.32,2919.76,1662714
2021-09-21,2894.08,2923.2,2866.02,2891.01,1610724
